typeCode,freqCode,refPeriodId,refYear,refMonth,period,reporterCode,reporterISO,reporterDesc,flowCode,flowDesc,partnerCode,partnerISO,partnerDesc,partner2Code,partner2ISO,partner2Desc,classificationCode,classificationSearchCode,isOriginalClassification,cmdCode,cmdDesc,aggrLevel,isLeaf,customsCode,customsDesc,mosCode,motCode,motDesc,qtyUnitCode,qtyUnitAbbr,qty,isQtyEstimated,altQtyUnitCode,altQtyUnitAbbr,altQty,isAltQtyEstimated,netWgt,isNetWgtEstimated,grossWgt,isGrossWgtEstimated,cifvalue,fobvalue,primaryValue,legacyEstimationFlag,isReported,isAggregate
C,A,20110101,2011,52,2011,276,DEU,Germany,M,Import,0,W00,World,0,W00,World,H3,HS,True,2846,"Compounds, inorganic or organic, of rare-earth metals; of yttrium or of scandium or of mixtures of these metals",4,False,C00,TOTAL CPC,0 ,0,TOTAL MOT,8,kg,8270523.365,True,-1,N/A,0.0,False,8270523.365,True,,False,394049044.156,,394049044.156,0,False,True
C,A,20110101,2011,52,2011,276,DEU,Germany,M,Import,36,AUS,Australia,0,W00,World,H3,HS,True,2846,"Compounds, inorganic or organic, of rare-earth metals; of yttrium or of scandium or of mixtures of these metals",4,False,C00,TOTAL CPC,0 ,0,TOTAL MOT,8,kg,6.0,False,8,kg,6.0,False,6.0,False,,False,267.233,,267.233,0,False,True
C,A,20110101,2011,52,2011,276,DEU,Germany,M,Import,40,AUT,Austria,0,W00,World,H3,HS,True,2846,"Compounds, inorganic or organic, of rare-earth metals; of yttrium or of scandium or of mixtures of these metals",4,False,C00,TOTAL CPC,0 ,0,TOTAL MOT,8,kg,272820.821,True,-1,N/A,0.0,False,272820.821,True,,False,11013041.848,,11013041.848,0,False,True
C,A,20110101,2011,52,2011,276,DEU,Germany,M,Import,56,BEL,Belgium,0,W00,World,H3,HS,True,2846,"Compounds, inorganic or organic, of rare-earth metals; of yttrium or of scandium or of mixtures of these metals",4,False,C00,TOTAL CPC,0 ,0,TOTAL MOT,8,kg,464.866,True,-1,N/A,0.0,False,464.866,True,,False,62905.557,,62905.557,0,False,True
C,A,20110101,2011,52,2011,276,DEU,Germany,M,Import,124,CAN,Canada,0,W00,World,H3,HS,True,2846,"Compounds, inorganic or organic, of rare-earth metals; of yttrium or of scandium or of mixtures of these metals",4,False,C00,TOTAL CPC,0 ,0,TOTAL MOT,8,kg,174.963,True,-1,N/A,0.0,False,174.963,True,,False,6505.456,,6505.456,0,False,True
C,A,20110101,2011,52,2011,276,DEU,Germany,M,Import,156,CHN,China,0,W00,World,H3,HS,True,2846,"Compounds, inorganic or organic, of rare-earth metals; of yttrium or of scandium or of mixtures of these metals",4,False,C00,TOTAL CPC,0 ,0,TOTAL MOT,8,kg,3956826.024,True,-1,N/A,0.0,False,3956826.024,True,,False,207020219.368,,207020219.368,0,False,True
C,A,20110101,2011,52,2011,276,DEU,Germany,M,Import,203,CZE,Czechia,0,W00,World,H3,HS,True,2846,"Compounds, inorganic or organic, of rare-earth metals; of yttrium or of scandium or of mixtures of these metals",4,False,C00,TOTAL CPC,0 ,0,TOTAL MOT,8,kg,95.671,True,-1,N/A,0.0,False,95.671,True,,False,4023.807,,4023.807,0,False,True
C,A,20110101,2011,52,2011,276,DEU,Germany,M,Import,233,EST,Estonia,0,W00,World,H3,HS,True,2846,"Compounds, inorganic or organic, of rare-earth metals; of yttrium or of scandium or of mixtures of these metals",4,False,C00,TOTAL CPC,0 ,0,TOTAL MOT,8,kg,27400.0,False,8,kg,27400.0,False,27400.0,False,,False,827989.729,,827989.729,0,False,True
C,A,20110101,2011,52,2011,276,DEU,Germany,M,Import,251,FRA,France,0,W00,World,H3,HS,True,2846,"Compounds, inorganic or organic, of rare-earth metals; of yttrium or of scandium or of mixtures of these metals",4,False,C00,TOTAL CPC,0 ,0,TOTAL MOT,8,kg,883482.548,True,-1,N/A,0.0,False,883482.548,True,,False,36392959.326,,36392959.326,0,False,True
C,A,20110101,2011,52,2011,276,DEU,Germany,M,Import,344,HKG,"China, Hong Kong SAR",0,W00,World,H3,HS,True,2846,"Compounds, inorganic or organic, of rare-earth metals; of yttrium or of scandium or of mixtures of these metals",4,False,C00,TOTAL CPC,0 ,0,TOTAL MOT,8,kg,13926.0,False,8,kg,13926.0,False,13926.0,False,,False,880155.856,,880155.856,0,False,True
C,A,20110101,2011,52,2011,276,DEU,Germany,M,Import,380,ITA,Italy,0,W00,World,H3,HS,True,2846,"Compounds, inorganic or organic, of rare-earth metals; of yttrium or of scandium or of mixtures of these metals",4,False,C00,TOTAL CPC,0 ,0,TOTAL MOT,8,kg,438.0,False,8,kg,438.0,False,438.0,False,,False,13280.928,,13280.928,0,False,True
