typeCode,freqCode,refPeriodId,refYear,refMonth,period,reporterCode,reporterISO,reporterDesc,flowCode,flowDesc,partnerCode,partnerISO,partnerDesc,partner2Code,partner2ISO,partner2Desc,classificationCode,classificationSearchCode,isOriginalClassification,cmdCode,cmdDesc,aggrLevel,isLeaf,customsCode,customsDesc,mosCode,motCode,motDesc,qtyUnitCode,qtyUnitAbbr,qty,isQtyEstimated,altQtyUnitCode,altQtyUnitAbbr,altQty,isAltQtyEstimated,netWgt,isNetWgtEstimated,grossWgt,isGrossWgtEstimated,cifvalue,fobvalue,primaryValue,legacyEstimationFlag,isReported,isAggregate
C,A,20130101,2013,52,2013,616,POL,Poland,M,Import,0,W00,World,0,W00,World,H4,HS,True,2846,"Compounds, inorganic or organic, of rare-earth metals; of yttrium or of scandium or of mixtures of these metals",4,False,C00,TOTAL CPC,0,0,TOTAL MOT,8,kg,117466.0,True,-1,N/A,,False,117466.0,True,,False,1812023.0,,1812023.0,6,True,False
C,A,20130101,2013,52,2013,616,POL,Poland,M,Import,40,AUT,Austria,0,W00,World,H4,HS,True,2846,"Compounds, inorganic or organic, of rare-earth metals; of yttrium or of scandium or of mixtures of these metals",4,False,C00,TOTAL CPC,0,0,TOTAL MOT,8,kg,2891.0,True,-1,N/A,,False,2891.0,True,,False,107537.0,,107537.0,6,True,False
C,A,20130101,2013,52,2013,616,POL,Poland,M,Import,56,BEL,Belgium,0,W00,World,H4,HS,True,2846,"Compounds, inorganic or organic, of rare-earth metals; of yttrium or of scandium or of mixtures of these metals",4,False,C00,TOTAL CPC,0,0,TOTAL MOT,8,kg,59.0,True,-1,N/A,,False,59.0,True,,False,3864.0,,3864.0,6,True,False
C,A,20130101,2013,52,2013,616,POL,Poland,M,Import,100,BGR,Bulgaria,0,W00,World,H4,HS,True,2846,"Compounds, inorganic or organic, of rare-earth metals; of yttrium or of scandium or of mixtures of these metals",4,False,C00,TOTAL CPC,0,0,TOTAL MOT,8,kg,200.0,False,-1,N/A,,False,200.0,False,,False,5945.0,,5945.0,0,True,False
C,A,20130101,2013,52,2013,616,POL,Poland,M,Import,156,CHN,China,0,W00,World,H4,HS,True,2846,"Compounds, inorganic or organic, of rare-earth metals; of yttrium or of scandium or of mixtures of these metals",4,False,C00,TOTAL CPC,0,0,TOTAL MOT,8,kg,91614.0,True,-1,N/A,,False,91614.0,True,,False,1219920.0,,1219920.0,6,True,False
C,A,20130101,2013,52,2013,616,POL,Poland,M,Import,203,CZE,Czechia,0,W00,World,H4,HS,True,2846,"Compounds, inorganic or organic, of rare-earth metals; of yttrium or of scandium or of mixtures of these metals",4,False,C00,TOTAL CPC,0,0,TOTAL MOT,8,kg,7.0,True,-1,N/A,,False,7.0,True,,False,73.0,,73.0,6,True,False
C,A,20130101,2013,52,2013,616,POL,Poland,M,Import,208,DNK,Denmark,0,W00,World,H4,HS,True,2846,"Compounds, inorganic or organic, of rare-earth metals; of yttrium or of scandium or of mixtures of these metals",4,False,C00,TOTAL CPC,0,0,TOTAL MOT,8,kg,125.0,False,-1,N/A,,False,125.0,False,,False,15154.0,,15154.0,0,True,False
C,A,20130101,2013,52,2013,616,POL,Poland,M,Import,251,FRA,France,0,W00,World,H4,HS,True,2846,"Compounds, inorganic or organic, of rare-earth metals; of yttrium or of scandium or of mixtures of these metals",4,False,C00,TOTAL CPC,0,0,TOTAL MOT,8,kg,4620.0,True,-1,N/A,,False,4620.0,True,,False,59276.0,,59276.0,6,True,False
C,A,20130101,2013,52,2013,616,POL,Poland,M,Import,276,DEU,Germany,0,W00,World,H4,HS,True,2846,"Compounds, inorganic or organic, of rare-earth metals; of yttrium or of scandium or of mixtures of these metals",4,False,C00,TOTAL CPC,0,0,TOTAL MOT,8,kg,12227.0,True,-1,N/A,,False,12227.0,True,,False,179304.0,,179304.0,6,True,False
C,A,20130101,2013,52,2013,616,POL,Poland,M,Import,392,JPN,Japan,0,W00,World,H4,HS,True,2846,"Compounds, inorganic or organic, of rare-earth metals; of yttrium or of scandium or of mixtures of these metals",4,False,C00,TOTAL CPC,0,0,TOTAL MOT,8,kg,61.0,False,-1,N/A,,False,61.0,False,,False,6679.0,,6679.0,0,True,False
C,A,20130101,2013,52,2013,616,POL,Poland,M,Import,440,LTU,Lithuania,0,W00,World,H4,HS,True,2846,"Compounds, inorganic or organic, of rare-earth metals; of yttrium or of scandium or of mixtures of these metals",4,False,C00,TOTAL CPC,0,0,TOTAL MOT,8,kg,3.0,True,-1,N/A,,False,3.0,True,,False,33.0,,33.0,6,True,False
C,A,20130101,2013,52,2013,616,POL,Poland,M,Import,490,S19,"Other Asia, nes",0,W00,World,H4,HS,True,2846,"Compounds, inorganic or organic, of rare-earth metals; of yttrium or of scandium or of mixtures of these metals",4,False,C00,TOTAL CPC,0,0,TOTAL MOT,8,kg,230.0,True,-1,N/A,,False,230.0,True,,False,7641.0,,7641.0,6,True,False
