typeCode,freqCode,refPeriodId,refYear,refMonth,period,reporterCode,reporterISO,reporterDesc,flowCode,flowDesc,partnerCode,partnerISO,partnerDesc,partner2Code,partner2ISO,partner2Desc,classificationCode,classificationSearchCode,isOriginalClassification,cmdCode,cmdDesc,aggrLevel,isLeaf,customsCode,customsDesc,mosCode,motCode,motDesc,qtyUnitCode,qtyUnitAbbr,qty,isQtyEstimated,altQtyUnitCode,altQtyUnitAbbr,altQty,isAltQtyEstimated,netWgt,isNetWgtEstimated,grossWgt,isGrossWgtEstimated,cifvalue,fobvalue,primaryValue,legacyEstimationFlag,isReported,isAggregate
C,A,20170101,2017,52,2017,276,DEU,Germany,M,Import,0,W00,World,0,W00,World,H5,HS,True,2846,"Compounds, inorganic or organic, of rare-earth metals; of yttrium or of scandium or of mixtures of these metals",4,False,C00,TOTAL CPC,0 ,0,TOTAL MOT,8,kg,9250130.704,True,-1,N/A,0.0,False,9250130.704,True,,False,42683353.559,,42683353.559,0,False,True
C,A,20170101,2017,52,2017,276,DEU,Germany,M,Import,380,ITA,Italy,0,W00,World,H5,HS,True,2846,"Compounds, inorganic or organic, of rare-earth metals; of yttrium or of scandium or of mixtures of these metals",4,False,C00,TOTAL CPC,0 ,0,TOTAL MOT,8,kg,12785.0,False,8,kg,12785.0,False,12785.0,False,,False,840849.1,,840849.1,0,False,True
C,A,20170101,2017,52,2017,276,DEU,Germany,M,Import,392,JPN,Japan,0,W00,World,H5,HS,True,2846,"Compounds, inorganic or organic, of rare-earth metals; of yttrium or of scandium or of mixtures of these metals",4,False,C00,TOTAL CPC,0 ,0,TOTAL MOT,8,kg,91106.151,True,-1,N/A,0.0,False,91106.151,True,,False,3368230.241,,3368230.241,0,False,True
C,A,20170101,2017,52,2017,276,DEU,Germany,M,Import,410,KOR,Rep. of Korea,0,W00,World,H5,HS,True,2846,"Compounds, inorganic or organic, of rare-earth metals; of yttrium or of scandium or of mixtures of these metals",4,False,C00,TOTAL CPC,0 ,0,TOTAL MOT,8,kg,26029.175,True,-1,N/A,0.0,False,26029.175,True,,False,298348.577,,298348.577,0,False,True
C,A,20170101,2017,52,2017,276,DEU,Germany,M,Import,528,NLD,Netherlands,0,W00,World,H5,HS,True,2846,"Compounds, inorganic or organic, of rare-earth metals; of yttrium or of scandium or of mixtures of these metals",4,False,C00,TOTAL CPC,0 ,0,TOTAL MOT,8,kg,165.056,True,-1,N/A,0.0,False,165.056,True,,False,3881.756,,3881.756,0,False,True
C,A,20170101,2017,52,2017,276,DEU,Germany,M,Import,579,NOR,Norway,0,W00,World,H5,HS,True,2846,"Compounds, inorganic or organic, of rare-earth metals; of yttrium or of scandium or of mixtures of these metals",4,False,C00,TOTAL CPC,0 ,0,TOTAL MOT,8,kg,264.819,True,-1,N/A,0.0,False,264.819,True,,False,5721.552,,5721.552,0,False,True
C,A,20170101,2017,52,2017,276,DEU,Germany,M,Import,643,RUS,Russian Federation,0,W00,World,H5,HS,True,2846,"Compounds, inorganic or organic, of rare-earth metals; of yttrium or of scandium or of mixtures of these metals",4,False,C00,TOTAL CPC,0 ,0,TOTAL MOT,8,kg,222125.201,True,-1,N/A,0.0,False,222125.201,True,,False,1658184.042,,1658184.042,0,False,True
C,A,20170101,2017,52,2017,276,DEU,Germany,M,Import,699,IND,India,0,W00,World,H5,HS,True,2846,"Compounds, inorganic or organic, of rare-earth metals; of yttrium or of scandium or of mixtures of these metals",4,False,C00,TOTAL CPC,0 ,0,TOTAL MOT,8,kg,10013.157,True,-1,N/A,0.0,False,10013.157,True,,False,140946.028,,140946.028,0,False,True
C,A,20170101,2017,52,2017,276,DEU,Germany,M,Import,702,SGP,Singapore,0,W00,World,H5,HS,True,2846,"Compounds, inorganic or organic, of rare-earth metals; of yttrium or of scandium or of mixtures of these metals",4,False,C00,TOTAL CPC,0 ,0,TOTAL MOT,8,kg,2600.0,False,8,kg,2600.0,False,2600.0,False,,False,24666.148,,24666.148,0,False,True
C,A,20170101,2017,52,2017,276,DEU,Germany,M,Import,705,SVN,Slovenia,0,W00,World,H5,HS,True,2846,"Compounds, inorganic or organic, of rare-earth metals; of yttrium or of scandium or of mixtures of these metals",4,False,C00,TOTAL CPC,0 ,0,TOTAL MOT,8,kg,30.0,False,8,kg,30.0,False,30.0,False,,False,874.157,,874.157,0,False,True
C,A,20170101,2017,52,2017,276,DEU,Germany,M,Import,724,ESP,Spain,0,W00,World,H5,HS,True,2846,"Compounds, inorganic or organic, of rare-earth metals; of yttrium or of scandium or of mixtures of these metals",4,False,C00,TOTAL CPC,0 ,0,TOTAL MOT,8,kg,683.143,True,-1,N/A,0.0,False,683.143,True,,False,8507.788,,8507.788,0,False,True
C,A,20170101,2017,52,2017,276,DEU,Germany,M,Import,757,CHE,Switzerland,0,W00,World,H5,HS,True,2846,"Compounds, inorganic or organic, of rare-earth metals; of yttrium or of scandium or of mixtures of these metals",4,False,C00,TOTAL CPC,0 ,0,TOTAL MOT,8,kg,1782.457,True,-1,N/A,0.0,False,1782.457,True,,False,259744.475,,259744.475,0,False,True
C,A,20170101,2017,52,2017,276,DEU,Germany,M,Import,807,MKD,North Macedonia,0,W00,World,H5,HS,True,2846,"Compounds, inorganic or organic, of rare-earth metals; of yttrium or of scandium or of mixtures of these metals",4,False,C00,TOTAL CPC,0 ,0,TOTAL MOT,8,kg,2300.0,False,8,kg,2300.0,False,2300.0,False,,False,48185.952,,48185.952,0,False,True
C,A,20170101,2017,52,2017,276,DEU,Germany,M,Import,826,GBR,United Kingdom,0,W00,World,H5,HS,True,2846,"Compounds, inorganic or organic, of rare-earth metals; of yttrium or of scandium or of mixtures of these metals",4,False,C00,TOTAL CPC,0 ,0,TOTAL MOT,8,kg,70892.161,True,-1,N/A,0.0,False,70892.161,True,,False,897909.896,,897909.896,0,False,True
C,A,20170101,2017,52,2017,276,DEU,Germany,M,Import,842,USA,USA,0,W00,World,H5,HS,True,2846,"Compounds, inorganic or organic, of rare-earth metals; of yttrium or of scandium or of mixtures of these metals",4,False,C00,TOTAL CPC,0 ,0,TOTAL MOT,8,kg,56764.194,True,-1,N/A,0.0,False,56764.194,True,,False,1778345.678,,1778345.678,0,False,True
