typeCode,freqCode,refPeriodId,refYear,refMonth,period,reporterCode,reporterISO,reporterDesc,flowCode,flowDesc,partnerCode,partnerISO,partnerDesc,partner2Code,partner2ISO,partner2Desc,classificationCode,classificationSearchCode,isOriginalClassification,cmdCode,cmdDesc,aggrLevel,isLeaf,customsCode,customsDesc,mosCode,motCode,motDesc,qtyUnitCode,qtyUnitAbbr,qty,isQtyEstimated,altQtyUnitCode,altQtyUnitAbbr,altQty,isAltQtyEstimated,netWgt,isNetWgtEstimated,grossWgt,isGrossWgtEstimated,cifvalue,fobvalue,primaryValue,legacyEstimationFlag,isReported,isAggregate
C,A,20190101,2019,52,2019,233,EST,Estonia,M,Import,0,W00,World,0,W00,World,H5,HS,True,2511,"Natural barium sulphate (barytes); natural barium carbonate, (witherite) whether or not calcined, other than barium oxide of heading no. 2816",4,False,C00,TOTAL CPC,0,0,TOTAL MOT,8,kg,105900.4,False,8,kg,105900.4,False,105900.4,False,0.0,False,64495.753,0.0,64495.753,0,False,True
C,A,20190101,2019,52,2019,233,EST,Estonia,M,Import,156,CHN,China,0,W00,World,H5,HS,True,2511,"Natural barium sulphate (barytes); natural barium carbonate, (witherite) whether or not calcined, other than barium oxide of heading no. 2816",4,False,C00,TOTAL CPC,0,0,TOTAL MOT,8,kg,2525.4,False,8,kg,2525.4,False,2525.4,False,0.0,False,2144.802,0.0,2144.802,0,False,True
C,A,20190101,2019,52,2019,233,EST,Estonia,M,Import,246,FIN,Finland,0,W00,World,H5,HS,True,2511,"Natural barium sulphate (barytes); natural barium carbonate, (witherite) whether or not calcined, other than barium oxide of heading no. 2816",4,False,C00,TOTAL CPC,0,0,TOTAL MOT,8,kg,50.0,False,8,kg,50.0,False,50.0,False,0.0,False,55.974,0.0,55.974,0,False,True
C,A,20190101,2019,52,2019,233,EST,Estonia,M,Import,528,NLD,Netherlands,0,W00,World,H5,HS,True,2511,"Natural barium sulphate (barytes); natural barium carbonate, (witherite) whether or not calcined, other than barium oxide of heading no. 2816",4,False,C00,TOTAL CPC,0,0,TOTAL MOT,8,kg,20400.0,False,8,kg,20400.0,False,20400.0,False,0.0,False,16783.505,0.0,16783.505,0,False,True
C,A,20190101,2019,52,2019,233,EST,Estonia,M,Import,568,E19,"Other Europe, nes",0,W00,World,H5,HS,True,2511,"Natural barium sulphate (barytes); natural barium carbonate, (witherite) whether or not calcined, other than barium oxide of heading no. 2816",4,False,C00,TOTAL CPC,0,0,TOTAL MOT,8,kg,2800.0,False,8,kg,2800.0,False,2800.0,False,0.0,False,2292.685,0.0,2292.685,0,False,True
C,A,20190101,2019,52,2019,233,EST,Estonia,M,Import,643,RUS,Russian Federation,0,W00,World,H5,HS,True,2511,"Natural barium sulphate (barytes); natural barium carbonate, (witherite) whether or not calcined, other than barium oxide of heading no. 2816",4,False,C00,TOTAL CPC,0,0,TOTAL MOT,8,kg,16525.0,False,8,kg,16525.0,False,16525.0,False,0.0,False,9396.313,0.0,9396.313,0,False,True
C,A,20190101,2019,52,2019,233,EST,Estonia,M,Import,752,SWE,Sweden,0,W00,World,H5,HS,True,2511,"Natural barium sulphate (barytes); natural barium carbonate, (witherite) whether or not calcined, other than barium oxide of heading no. 2816",4,False,C00,TOTAL CPC,0,0,TOTAL MOT,8,kg,22800.0,False,8,kg,22800.0,False,22800.0,False,0.0,False,11747.771,0.0,11747.771,0,False,True
C,A,20190101,2019,52,2019,233,EST,Estonia,M,Import,792,TUR,Türkiye,0,W00,World,H5,HS,True,2511,"Natural barium sulphate (barytes); natural barium carbonate, (witherite) whether or not calcined, other than barium oxide of heading no. 2816",4,False,C00,TOTAL CPC,0,0,TOTAL MOT,8,kg,40800.0,False,8,kg,40800.0,False,40800.0,False,0.0,False,22074.704,0.0,22074.704,0,False,True
