typeCode,freqCode,refPeriodId,refYear,refMonth,period,reporterCode,reporterISO,reporterDesc,flowCode,flowDesc,partnerCode,partnerISO,partnerDesc,partner2Code,partner2ISO,partner2Desc,classificationCode,classificationSearchCode,isOriginalClassification,cmdCode,cmdDesc,aggrLevel,isLeaf,customsCode,customsDesc,mosCode,motCode,motDesc,qtyUnitCode,qtyUnitAbbr,qty,isQtyEstimated,altQtyUnitCode,altQtyUnitAbbr,altQty,isAltQtyEstimated,netWgt,isNetWgtEstimated,grossWgt,isGrossWgtEstimated,cifvalue,fobvalue,primaryValue,legacyEstimationFlag,isReported,isAggregate
C,A,20080101,2008,52,2008,484,MEX,Mexico,M,Import,0,W00,World,0,W00,World,H3,HS,True,2846,"Compounds, inorganic or organic, of rare-earth metals; of yttrium or of scandium or of mixtures of these metals",4,False,C00,TOTAL CPC,0,0,TOTAL MOT,8,kg,289806.0,True,-1,N/A,,False,289806.0,True,,False,3829106.0,,3829106.0,6,True,False
C,A,20080101,2008,52,2008,484,MEX,Mexico,M,Import,36,AUS,Australia,0,W00,World,H3,HS,True,2846,"Compounds, inorganic or organic, of rare-earth metals; of yttrium or of scandium or of mixtures of these metals",4,False,C00,TOTAL CPC,0,0,TOTAL MOT,8,kg,2.0,True,-1,N/A,,False,2.0,True,,False,36.0,,36.0,6,True,False
C,A,20080101,2008,52,2008,484,MEX,Mexico,M,Import,40,AUT,Austria,0,W00,World,H3,HS,True,2846,"Compounds, inorganic or organic, of rare-earth metals; of yttrium or of scandium or of mixtures of these metals",4,False,C00,TOTAL CPC,0,0,TOTAL MOT,8,kg,1871.0,True,-1,N/A,,False,1871.0,True,,False,58258.0,,58258.0,6,True,False
C,A,20080101,2008,52,2008,484,MEX,Mexico,M,Import,76,BRA,Brazil,0,W00,World,H3,HS,True,2846,"Compounds, inorganic or organic, of rare-earth metals; of yttrium or of scandium or of mixtures of these metals",4,False,C00,TOTAL CPC,0,0,TOTAL MOT,8,kg,1.0,False,-1,N/A,,False,1.0,False,,False,10.0,,10.0,0,True,False
C,A,20080101,2008,52,2008,484,MEX,Mexico,M,Import,124,CAN,Canada,0,W00,World,H3,HS,True,2846,"Compounds, inorganic or organic, of rare-earth metals; of yttrium or of scandium or of mixtures of these metals",4,False,C00,TOTAL CPC,0,0,TOTAL MOT,8,kg,1.0,False,-1,N/A,,False,1.0,False,,False,1191.0,,1191.0,0,True,False
C,A,20080101,2008,52,2008,484,MEX,Mexico,M,Import,156,CHN,China,0,W00,World,H3,HS,True,2846,"Compounds, inorganic or organic, of rare-earth metals; of yttrium or of scandium or of mixtures of these metals",4,False,C00,TOTAL CPC,0,0,TOTAL MOT,8,kg,56244.0,False,-1,N/A,,False,56244.0,False,,False,1103055.0,,1103055.0,0,True,False
C,A,20080101,2008,52,2008,484,MEX,Mexico,M,Import,251,FRA,France,0,W00,World,H3,HS,True,2846,"Compounds, inorganic or organic, of rare-earth metals; of yttrium or of scandium or of mixtures of these metals",4,False,C00,TOTAL CPC,0,0,TOTAL MOT,8,kg,8968.0,True,-1,N/A,,False,8968.0,True,,False,76379.0,,76379.0,6,True,False
C,A,20080101,2008,52,2008,484,MEX,Mexico,M,Import,276,DEU,Germany,0,W00,World,H3,HS,True,2846,"Compounds, inorganic or organic, of rare-earth metals; of yttrium or of scandium or of mixtures of these metals",4,False,C00,TOTAL CPC,0,0,TOTAL MOT,8,kg,97.0,True,-1,N/A,,False,97.0,True,,False,6095.0,,6095.0,6,True,False
C,A,20080101,2008,52,2008,484,MEX,Mexico,M,Import,380,ITA,Italy,0,W00,World,H3,HS,True,2846,"Compounds, inorganic or organic, of rare-earth metals; of yttrium or of scandium or of mixtures of these metals",4,False,C00,TOTAL CPC,0,0,TOTAL MOT,8,kg,9.0,True,-1,N/A,,False,9.0,True,,False,104.0,,104.0,6,True,False
C,A,20080101,2008,52,2008,484,MEX,Mexico,M,Import,392,JPN,Japan,0,W00,World,H3,HS,True,2846,"Compounds, inorganic or organic, of rare-earth metals; of yttrium or of scandium or of mixtures of these metals",4,False,C00,TOTAL CPC,0,0,TOTAL MOT,8,kg,6357.0,False,-1,N/A,,False,6357.0,False,,False,585862.0,,585862.0,0,True,False
C,A,20080101,2008,52,2008,484,MEX,Mexico,M,Import,490,S19,"Other Asia, nes",0,W00,World,H3,HS,True,2846,"Compounds, inorganic or organic, of rare-earth metals; of yttrium or of scandium or of mixtures of these metals",4,False,C00,TOTAL CPC,0,0,TOTAL MOT,8,kg,32.0,False,-1,N/A,,False,32.0,False,,False,9299.0,,9299.0,0,True,False
