typeCode,freqCode,refPeriodId,refYear,refMonth,period,reporterCode,reporterISO,reporterDesc,flowCode,flowDesc,partnerCode,partnerISO,partnerDesc,partner2Code,partner2ISO,partner2Desc,classificationCode,classificationSearchCode,isOriginalClassification,cmdCode,cmdDesc,aggrLevel,isLeaf,customsCode,customsDesc,mosCode,motCode,motDesc,qtyUnitCode,qtyUnitAbbr,qty,isQtyEstimated,altQtyUnitCode,altQtyUnitAbbr,altQty,isAltQtyEstimated,netWgt,isNetWgtEstimated,grossWgt,isGrossWgtEstimated,cifvalue,fobvalue,primaryValue,legacyEstimationFlag,isReported,isAggregate
C,A,20170101,2017,52,2017,586,PAK,Pakistan,M,Import,0,W00,World,0,W00,World,H5,HS,True,2846,"Compounds, inorganic or organic, of rare-earth metals; of yttrium or of scandium or of mixtures of these metals",4,False,C00,TOTAL CPC,0 ,0,TOTAL MOT,8,kg,49.761,False,15,g,49761.0,False,49.761,False,,False,115815.841,,115815.841,0,False,True
C,A,20170101,2017,52,2017,586,PAK,Pakistan,M,Import,36,AUS,Australia,0,W00,World,H5,HS,True,2846,"Compounds, inorganic or organic, of rare-earth metals; of yttrium or of scandium or of mixtures of these metals",4,False,C00,TOTAL CPC,0 ,0,TOTAL MOT,8,kg,1.576,False,15,g,1576.0,False,1.576,False,,False,5461.694,,5461.694,0,False,True
C,A,20170101,2017,52,2017,586,PAK,Pakistan,M,Import,40,AUT,Austria,0,W00,World,H5,HS,True,2846,"Compounds, inorganic or organic, of rare-earth metals; of yttrium or of scandium or of mixtures of these metals",4,False,C00,TOTAL CPC,0 ,0,TOTAL MOT,8,kg,0.003,False,15,g,3.0,False,0.003,False,,False,475.359,,475.359,0,False,True
C,A,20170101,2017,52,2017,586,PAK,Pakistan,M,Import,144,LKA,Sri Lanka,0,W00,World,H5,HS,True,2846,"Compounds, inorganic or organic, of rare-earth metals; of yttrium or of scandium or of mixtures of these metals",4,False,C00,TOTAL CPC,0 ,0,TOTAL MOT,8,kg,8.792,False,15,g,8792.0,False,8.792,False,,False,10424.098,,10424.098,0,False,True
C,A,20170101,2017,52,2017,586,PAK,Pakistan,M,Import,156,CHN,China,0,W00,World,H5,HS,True,2846,"Compounds, inorganic or organic, of rare-earth metals; of yttrium or of scandium or of mixtures of these metals",4,False,C00,TOTAL CPC,0 ,0,TOTAL MOT,8,kg,36.382,False,15,g,36382.0,False,36.382,False,,False,91566.763,,91566.763,0,False,True
C,A,20170101,2017,52,2017,586,PAK,Pakistan,M,Import,276,DEU,Germany,0,W00,World,H5,HS,True,2846,"Compounds, inorganic or organic, of rare-earth metals; of yttrium or of scandium or of mixtures of these metals",4,False,C00,TOTAL CPC,0 ,0,TOTAL MOT,8,kg,2.58,False,15,g,2580.0,False,2.58,False,,False,6974.66,,6974.66,0,False,True
C,A,20170101,2017,52,2017,586,PAK,Pakistan,M,Import,410,KOR,Rep. of Korea,0,W00,World,H5,HS,True,2846,"Compounds, inorganic or organic, of rare-earth metals; of yttrium or of scandium or of mixtures of these metals",4,False,C00,TOTAL CPC,0 ,0,TOTAL MOT,8,kg,0.016,False,15,g,16.0,False,0.016,False,,False,16.393,,16.393,0,False,True
C,A,20170101,2017,52,2017,586,PAK,Pakistan,M,Import,724,ESP,Spain,0,W00,World,H5,HS,True,2846,"Compounds, inorganic or organic, of rare-earth metals; of yttrium or of scandium or of mixtures of these metals",4,False,C00,TOTAL CPC,0 ,0,TOTAL MOT,8,kg,0.063,False,15,g,63.0,False,0.063,False,,False,47.985,,47.985,0,False,True
C,A,20170101,2017,52,2017,586,PAK,Pakistan,M,Import,826,GBR,United Kingdom,0,W00,World,H5,HS,True,2846,"Compounds, inorganic or organic, of rare-earth metals; of yttrium or of scandium or of mixtures of these metals",4,False,C00,TOTAL CPC,0 ,0,TOTAL MOT,8,kg,0.343,False,15,g,343.0,False,0.343,False,,False,393.194,,393.194,0,False,True
C,A,20170101,2017,52,2017,586,PAK,Pakistan,M,Import,842,USA,USA,0,W00,World,H5,HS,True,2846,"Compounds, inorganic or organic, of rare-earth metals; of yttrium or of scandium or of mixtures of these metals",4,False,C00,TOTAL CPC,0 ,0,TOTAL MOT,8,kg,0.006,False,15,g,6.0,False,0.006,False,,False,455.695,,455.695,0,False,True
