typeCode,freqCode,refPeriodId,refYear,refMonth,period,reporterCode,reporterISO,reporterDesc,flowCode,flowDesc,partnerCode,partnerISO,partnerDesc,partner2Code,partner2ISO,partner2Desc,classificationCode,classificationSearchCode,isOriginalClassification,cmdCode,cmdDesc,aggrLevel,isLeaf,customsCode,customsDesc,mosCode,motCode,motDesc,qtyUnitCode,qtyUnitAbbr,qty,isQtyEstimated,altQtyUnitCode,altQtyUnitAbbr,altQty,isAltQtyEstimated,netWgt,isNetWgtEstimated,grossWgt,isGrossWgtEstimated,cifvalue,fobvalue,primaryValue,legacyEstimationFlag,isReported,isAggregate
C,A,20040101,2004,52,2004,152,CHL,Chile,M,Import,0,W00,World,0,W00,World,H2,HS,True,2511,"Natural barium sulphate (barytes); natural barium carbonate, (witherite) whether or not calcined, other than barium oxide of heading no. 2816",4,False,C00,TOTAL CPC,0,0,TOTAL MOT,8,kg,793418.095,False,8,kg,793418.095,False,793418.095,False,0.0,False,284336.54,249385.97,284336.54,0,False,True
C,A,20040101,2004,52,2004,152,CHL,Chile,M,Import,32,ARG,Argentina,0,W00,World,H2,HS,True,2511,"Natural barium sulphate (barytes); natural barium carbonate, (witherite) whether or not calcined, other than barium oxide of heading no. 2816",4,False,C00,TOTAL CPC,0,0,TOTAL MOT,8,kg,29008.0,False,8,kg,29008.0,False,29008.0,False,0.0,False,4433.23,3636.71,4433.23,0,False,True
C,A,20040101,2004,52,2004,152,CHL,Chile,M,Import,76,BRA,Brazil,0,W00,World,H2,HS,True,2511,"Natural barium sulphate (barytes); natural barium carbonate, (witherite) whether or not calcined, other than barium oxide of heading no. 2816",4,False,C00,TOTAL CPC,0,0,TOTAL MOT,8,kg,364.375,False,8,kg,364.375,False,364.375,False,0.0,False,557.15,483.21,557.15,0,False,True
C,A,20040101,2004,52,2004,152,CHL,Chile,M,Import,124,CAN,Canada,0,W00,World,H2,HS,True,2511,"Natural barium sulphate (barytes); natural barium carbonate, (witherite) whether or not calcined, other than barium oxide of heading no. 2816",4,False,C00,TOTAL CPC,0,0,TOTAL MOT,8,kg,20250.0,False,8,kg,20250.0,False,20250.0,False,0.0,False,13308.36,11543.75,13308.36,0,False,True
C,A,20040101,2004,52,2004,152,CHL,Chile,M,Import,156,CHN,China,0,W00,World,H2,HS,True,2511,"Natural barium sulphate (barytes); natural barium carbonate, (witherite) whether or not calcined, other than barium oxide of heading no. 2816",4,False,C00,TOTAL CPC,0,0,TOTAL MOT,8,kg,20400.0,False,8,kg,20400.0,False,20400.0,False,0.0,False,9331.99,7502.35,9331.99,0,False,True
C,A,20040101,2004,52,2004,152,CHL,Chile,M,Import,276,DEU,Germany,0,W00,World,H2,HS,True,2511,"Natural barium sulphate (barytes); natural barium carbonate, (witherite) whether or not calcined, other than barium oxide of heading no. 2816",4,False,C00,TOTAL CPC,0,0,TOTAL MOT,8,kg,120.0,False,8,kg,120.0,False,120.0,False,0.0,False,8176.14,7978.45,8176.14,0,False,True
C,A,20040101,2004,52,2004,152,CHL,Chile,M,Import,528,NLD,Netherlands,0,W00,World,H2,HS,True,2511,"Natural barium sulphate (barytes); natural barium carbonate, (witherite) whether or not calcined, other than barium oxide of heading no. 2816",4,False,C00,TOTAL CPC,0,0,TOTAL MOT,8,kg,195825.0,False,8,kg,195825.0,False,195825.0,False,0.0,False,90855.1,74349.0,90855.1,0,False,True
C,A,20040101,2004,52,2004,152,CHL,Chile,M,Import,604,PER,Peru,0,W00,World,H2,HS,True,2511,"Natural barium sulphate (barytes); natural barium carbonate, (witherite) whether or not calcined, other than barium oxide of heading no. 2816",4,False,C00,TOTAL CPC,0,0,TOTAL MOT,8,kg,527360.0,False,8,kg,527360.0,False,527360.0,False,0.0,False,157310.39,143549.97,157310.39,0,False,True
C,A,20040101,2004,52,2004,152,CHL,Chile,M,Import,842,USA,USA,0,W00,World,H2,HS,True,2511,"Natural barium sulphate (barytes); natural barium carbonate, (witherite) whether or not calcined, other than barium oxide of heading no. 2816",4,False,C00,TOTAL CPC,0,0,TOTAL MOT,8,kg,90.72,False,8,kg,90.72,False,90.72,False,0.0,False,364.18,342.53,364.18,0,False,True
