typeCode,freqCode,refPeriodId,refYear,refMonth,period,reporterCode,reporterISO,reporterDesc,flowCode,flowDesc,partnerCode,partnerISO,partnerDesc,partner2Code,partner2ISO,partner2Desc,classificationCode,classificationSearchCode,isOriginalClassification,cmdCode,cmdDesc,aggrLevel,isLeaf,customsCode,customsDesc,mosCode,motCode,motDesc,qtyUnitCode,qtyUnitAbbr,qty,isQtyEstimated,altQtyUnitCode,altQtyUnitAbbr,altQty,isAltQtyEstimated,netWgt,isNetWgtEstimated,grossWgt,isGrossWgtEstimated,cifvalue,fobvalue,primaryValue,legacyEstimationFlag,isReported,isAggregate
C,A,20150101,2015,52,2015,528,NLD,Netherlands,M,Import,0,W00,World,0,W00,World,H4,HS,True,2511,"Natural barium sulphate (barytes); natural barium carbonate, (witherite) whether or not calcined, other than barium oxide of heading no. 2816",4,False,C00,TOTAL CPC,0,0,TOTAL MOT,8,kg,172525171.0,False,8,kg,172525171.0,False,172525171.0,False,0.0,False,29103901.949,,29103901.949,0,False,True
C,A,20150101,2015,52,2015,528,NLD,Netherlands,M,Import,40,AUT,Austria,0,W00,World,H4,HS,True,2511,"Natural barium sulphate (barytes); natural barium carbonate, (witherite) whether or not calcined, other than barium oxide of heading no. 2816",4,False,C00,TOTAL CPC,0,0,TOTAL MOT,8,kg,17887.0,False,8,kg,17887.0,False,17887.0,False,0.0,False,6890.933,,6890.933,0,False,True
C,A,20150101,2015,52,2015,528,NLD,Netherlands,M,Import,56,BEL,Belgium,0,W00,World,H4,HS,True,2511,"Natural barium sulphate (barytes); natural barium carbonate, (witherite) whether or not calcined, other than barium oxide of heading no. 2816",4,False,C00,TOTAL CPC,0,0,TOTAL MOT,8,kg,569693.0,False,8,kg,569693.0,False,569693.0,False,0.0,False,203968.286,,203968.286,0,False,True
C,A,20150101,2015,52,2015,528,NLD,Netherlands,M,Import,100,BGR,Bulgaria,0,W00,World,H4,HS,True,2511,"Natural barium sulphate (barytes); natural barium carbonate, (witherite) whether or not calcined, other than barium oxide of heading no. 2816",4,False,C00,TOTAL CPC,0,0,TOTAL MOT,8,kg,2813.0,False,8,kg,2813.0,False,2813.0,False,0.0,False,1157.544,,1157.544,0,False,True
C,A,20150101,2015,52,2015,528,NLD,Netherlands,M,Import,156,CHN,China,0,W00,World,H4,HS,True,2511,"Natural barium sulphate (barytes); natural barium carbonate, (witherite) whether or not calcined, other than barium oxide of heading no. 2816",4,False,C00,TOTAL CPC,0,0,TOTAL MOT,8,kg,70039900.0,False,8,kg,70039900.0,False,70039900.0,False,0.0,False,16751189.139,,16751189.139,0,False,True
C,A,20150101,2015,52,2015,528,NLD,Netherlands,M,Import,191,HRV,Croatia,0,W00,World,H4,HS,True,2511,"Natural barium sulphate (barytes); natural barium carbonate, (witherite) whether or not calcined, other than barium oxide of heading no. 2816",4,False,C00,TOTAL CPC,0,0,TOTAL MOT,8,kg,275.0,False,8,kg,275.0,False,275.0,False,0.0,False,109.767,,109.767,0,False,True
C,A,20150101,2015,52,2015,528,NLD,Netherlands,M,Import,196,CYP,Cyprus,0,W00,World,H4,HS,True,2511,"Natural barium sulphate (barytes); natural barium carbonate, (witherite) whether or not calcined, other than barium oxide of heading no. 2816",4,False,C00,TOTAL CPC,0,0,TOTAL MOT,8,kg,171.0,False,8,kg,171.0,False,171.0,False,0.0,False,66.525,,66.525,0,False,True
C,A,20150101,2015,52,2015,528,NLD,Netherlands,M,Import,203,CZE,Czechia,0,W00,World,H4,HS,True,2511,"Natural barium sulphate (barytes); natural barium carbonate, (witherite) whether or not calcined, other than barium oxide of heading no. 2816",4,False,C00,TOTAL CPC,0,0,TOTAL MOT,8,kg,25754.0,False,8,kg,25754.0,False,25754.0,False,0.0,False,10632.992,,10632.992,0,False,True
C,A,20150101,2015,52,2015,528,NLD,Netherlands,M,Import,208,DNK,Denmark,0,W00,World,H4,HS,True,2511,"Natural barium sulphate (barytes); natural barium carbonate, (witherite) whether or not calcined, other than barium oxide of heading no. 2816",4,False,C00,TOTAL CPC,0,0,TOTAL MOT,8,kg,275058.0,False,8,kg,275058.0,False,275058.0,False,0.0,False,129332.221,,129332.221,0,False,True
C,A,20150101,2015,52,2015,528,NLD,Netherlands,M,Import,233,EST,Estonia,0,W00,World,H4,HS,True,2511,"Natural barium sulphate (barytes); natural barium carbonate, (witherite) whether or not calcined, other than barium oxide of heading no. 2816",4,False,C00,TOTAL CPC,0,0,TOTAL MOT,8,kg,1400.0,False,8,kg,1400.0,False,1400.0,False,0.0,False,582.098,,582.098,0,False,True
C,A,20150101,2015,52,2015,528,NLD,Netherlands,M,Import,246,FIN,Finland,0,W00,World,H4,HS,True,2511,"Natural barium sulphate (barytes); natural barium carbonate, (witherite) whether or not calcined, other than barium oxide of heading no. 2816",4,False,C00,TOTAL CPC,0,0,TOTAL MOT,8,kg,4488.0,False,8,kg,4488.0,False,4488.0,False,0.0,False,1841.648,,1841.648,0,False,True
C,A,20150101,2015,52,2015,528,NLD,Netherlands,M,Import,251,FRA,France,0,W00,World,H4,HS,True,2511,"Natural barium sulphate (barytes); natural barium carbonate, (witherite) whether or not calcined, other than barium oxide of heading no. 2816",4,False,C00,TOTAL CPC,0,0,TOTAL MOT,8,kg,43319.0,False,8,kg,43319.0,False,43319.0,False,0.0,False,17883.163,,17883.163,0,False,True
C,A,20150101,2015,52,2015,528,NLD,Netherlands,M,Import,268,GEO,Georgia,0,W00,World,H4,HS,True,2511,"Natural barium sulphate (barytes); natural barium carbonate, (witherite) whether or not calcined, other than barium oxide of heading no. 2816",4,False,C00,TOTAL CPC,0,0,TOTAL MOT,8,kg,51600.0,False,8,kg,51600.0,False,51600.0,False,0.0,False,9257.023,,9257.023,0,False,True
C,A,20150101,2015,52,2015,528,NLD,Netherlands,M,Import,276,DEU,Germany,0,W00,World,H4,HS,True,2511,"Natural barium sulphate (barytes); natural barium carbonate, (witherite) whether or not calcined, other than barium oxide of heading no. 2816",4,False,C00,TOTAL CPC,0,0,TOTAL MOT,8,kg,3870940.0,False,8,kg,3870940.0,False,3870940.0,False,0.0,False,1603869.884,,1603869.884,0,False,True
C,A,20150101,2015,52,2015,528,NLD,Netherlands,M,Import,300,GRC,Greece,0,W00,World,H4,HS,True,2511,"Natural barium sulphate (barytes); natural barium carbonate, (witherite) whether or not calcined, other than barium oxide of heading no. 2816",4,False,C00,TOTAL CPC,0,0,TOTAL MOT,8,kg,6887.0,False,8,kg,6887.0,False,6887.0,False,0.0,False,2841.748,,2841.748,0,False,True
C,A,20150101,2015,52,2015,528,NLD,Netherlands,M,Import,348,HUN,Hungary,0,W00,World,H4,HS,True,2511,"Natural barium sulphate (barytes); natural barium carbonate, (witherite) whether or not calcined, other than barium oxide of heading no. 2816",4,False,C00,TOTAL CPC,0,0,TOTAL MOT,8,kg,2731.0,False,8,kg,2731.0,False,2731.0,False,0.0,False,1122.063,,1122.063,0,False,True
C,A,20150101,2015,52,2015,528,NLD,Netherlands,M,Import,372,IRL,Ireland,0,W00,World,H4,HS,True,2511,"Natural barium sulphate (barytes); natural barium carbonate, (witherite) whether or not calcined, other than barium oxide of heading no. 2816",4,False,C00,TOTAL CPC,0,0,TOTAL MOT,8,kg,13861.0,False,8,kg,13861.0,False,13861.0,False,0.0,False,6286.66,,6286.66,0,False,True
C,A,20150101,2015,52,2015,528,NLD,Netherlands,M,Import,380,ITA,Italy,0,W00,World,H4,HS,True,2511,"Natural barium sulphate (barytes); natural barium carbonate, (witherite) whether or not calcined, other than barium oxide of heading no. 2816",4,False,C00,TOTAL CPC,0,0,TOTAL MOT,8,kg,278885.0,False,8,kg,278885.0,False,278885.0,False,0.0,False,145973.574,,145973.574,0,False,True
C,A,20150101,2015,52,2015,528,NLD,Netherlands,M,Import,392,JPN,Japan,0,W00,World,H4,HS,True,2511,"Natural barium sulphate (barytes); natural barium carbonate, (witherite) whether or not calcined, other than barium oxide of heading no. 2816",4,False,C00,TOTAL CPC,0,0,TOTAL MOT,8,kg,2.0,False,8,kg,2.0,False,2.0,False,0.0,False,1.109,,1.109,0,False,True
C,A,20150101,2015,52,2015,528,NLD,Netherlands,M,Import,428,LVA,Latvia,0,W00,World,H4,HS,True,2511,"Natural barium sulphate (barytes); natural barium carbonate, (witherite) whether or not calcined, other than barium oxide of heading no. 2816",4,False,C00,TOTAL CPC,0,0,TOTAL MOT,8,kg,3122.0,False,8,kg,3122.0,False,3122.0,False,0.0,False,1287.268,,1287.268,0,False,True
C,A,20150101,2015,52,2015,528,NLD,Netherlands,M,Import,440,LTU,Lithuania,0,W00,World,H4,HS,True,2511,"Natural barium sulphate (barytes); natural barium carbonate, (witherite) whether or not calcined, other than barium oxide of heading no. 2816",4,False,C00,TOTAL CPC,0,0,TOTAL MOT,8,kg,1126.0,False,8,kg,1126.0,False,1126.0,False,0.0,False,462.352,,462.352,0,False,True
C,A,20150101,2015,52,2015,528,NLD,Netherlands,M,Import,442,LUX,Luxembourg,0,W00,World,H4,HS,True,2511,"Natural barium sulphate (barytes); natural barium carbonate, (witherite) whether or not calcined, other than barium oxide of heading no. 2816",4,False,C00,TOTAL CPC,0,0,TOTAL MOT,8,kg,3834.0,False,8,kg,3834.0,False,3834.0,False,0.0,False,1581.089,,1581.089,0,False,True
C,A,20150101,2015,52,2015,528,NLD,Netherlands,M,Import,470,MLT,Malta,0,W00,World,H4,HS,True,2511,"Natural barium sulphate (barytes); natural barium carbonate, (witherite) whether or not calcined, other than barium oxide of heading no. 2816",4,False,C00,TOTAL CPC,0,0,TOTAL MOT,8,kg,150.0,False,8,kg,150.0,False,150.0,False,0.0,False,58.764,,58.764,0,False,True
C,A,20150101,2015,52,2015,528,NLD,Netherlands,M,Import,504,MAR,Morocco,0,W00,World,H4,HS,True,2511,"Natural barium sulphate (barytes); natural barium carbonate, (witherite) whether or not calcined, other than barium oxide of heading no. 2816",4,False,C00,TOTAL CPC,0,0,TOTAL MOT,8,kg,96195200.0,False,8,kg,96195200.0,False,96195200.0,False,0.0,False,9614878.114,,9614878.114,0,False,True
C,A,20150101,2015,52,2015,528,NLD,Netherlands,M,Import,568,E19,"Other Europe, nes",0,W00,World,H4,HS,True,2511,"Natural barium sulphate (barytes); natural barium carbonate, (witherite) whether or not calcined, other than barium oxide of heading no. 2816",4,False,C00,TOTAL CPC,0,0,TOTAL MOT,8,kg,863.0,False,8,kg,863.0,False,863.0,False,0.0,False,354.803,,354.803,0,False,True
C,A,20150101,2015,52,2015,528,NLD,Netherlands,M,Import,579,NOR,Norway,0,W00,World,H4,HS,True,2511,"Natural barium sulphate (barytes); natural barium carbonate, (witherite) whether or not calcined, other than barium oxide of heading no. 2816",4,False,C00,TOTAL CPC,0,0,TOTAL MOT,8,kg,26045.0,False,8,kg,26045.0,False,26045.0,False,0.0,False,29644.871,,29644.871,0,False,True
