typeCode,freqCode,refPeriodId,refYear,refMonth,period,reporterCode,reporterISO,reporterDesc,flowCode,flowDesc,partnerCode,partnerISO,partnerDesc,partner2Code,partner2ISO,partner2Desc,classificationCode,classificationSearchCode,isOriginalClassification,cmdCode,cmdDesc,aggrLevel,isLeaf,customsCode,customsDesc,mosCode,motCode,motDesc,qtyUnitCode,qtyUnitAbbr,qty,isQtyEstimated,altQtyUnitCode,altQtyUnitAbbr,altQty,isAltQtyEstimated,netWgt,isNetWgtEstimated,grossWgt,isGrossWgtEstimated,cifvalue,fobvalue,primaryValue,legacyEstimationFlag,isReported,isAggregate
C,A,20160101,2016,52,2016,616,POL,Poland,M,Import,0,W00,World,0,W00,World,H4,HS,True,2846,"Compounds, inorganic or organic, of rare-earth metals; of yttrium or of scandium or of mixtures of these metals",4,False,C00,TOTAL CPC,0,0,TOTAL MOT,8,kg,345146.0,True,-1,N/A,,False,345146.0,True,,False,4921852.0,,4921852.0,6,True,False
C,A,20160101,2016,52,2016,616,POL,Poland,M,Import,40,AUT,Austria,0,W00,World,H4,HS,True,2846,"Compounds, inorganic or organic, of rare-earth metals; of yttrium or of scandium or of mixtures of these metals",4,False,C00,TOTAL CPC,0,0,TOTAL MOT,8,kg,1931.0,True,-1,N/A,,False,1931.0,True,,False,37505.0,,37505.0,6,True,False
C,A,20160101,2016,52,2016,616,POL,Poland,M,Import,56,BEL,Belgium,0,W00,World,H4,HS,True,2846,"Compounds, inorganic or organic, of rare-earth metals; of yttrium or of scandium or of mixtures of these metals",4,False,C00,TOTAL CPC,0,0,TOTAL MOT,8,kg,65.0,True,-1,N/A,,False,65.0,True,,False,1129.0,,1129.0,6,True,False
C,A,20160101,2016,52,2016,616,POL,Poland,M,Import,124,CAN,Canada,0,W00,World,H4,HS,True,2846,"Compounds, inorganic or organic, of rare-earth metals; of yttrium or of scandium or of mixtures of these metals",4,False,C00,TOTAL CPC,0,0,TOTAL MOT,8,kg,3.0,False,-1,N/A,,False,3.0,False,,False,944.0,,944.0,0,True,False
C,A,20160101,2016,52,2016,616,POL,Poland,M,Import,156,CHN,China,0,W00,World,H4,HS,True,2846,"Compounds, inorganic or organic, of rare-earth metals; of yttrium or of scandium or of mixtures of these metals",4,False,C00,TOTAL CPC,0,0,TOTAL MOT,8,kg,174983.0,True,-1,N/A,,False,174983.0,True,,False,768301.0,,768301.0,6,True,False
C,A,20160101,2016,52,2016,616,POL,Poland,M,Import,251,FRA,France,0,W00,World,H4,HS,True,2846,"Compounds, inorganic or organic, of rare-earth metals; of yttrium or of scandium or of mixtures of these metals",4,False,C00,TOTAL CPC,0,0,TOTAL MOT,8,kg,28329.0,True,-1,N/A,,False,28329.0,True,,False,732937.0,,732937.0,6,True,False
C,A,20160101,2016,52,2016,616,POL,Poland,M,Import,276,DEU,Germany,0,W00,World,H4,HS,True,2846,"Compounds, inorganic or organic, of rare-earth metals; of yttrium or of scandium or of mixtures of these metals",4,False,C00,TOTAL CPC,0,0,TOTAL MOT,8,kg,39393.0,False,-1,N/A,,False,39393.0,False,,False,889041.0,,889041.0,0,True,False
C,A,20160101,2016,52,2016,616,POL,Poland,M,Import,392,JPN,Japan,0,W00,World,H4,HS,True,2846,"Compounds, inorganic or organic, of rare-earth metals; of yttrium or of scandium or of mixtures of these metals",4,False,C00,TOTAL CPC,0,0,TOTAL MOT,8,kg,88210.0,False,-1,N/A,,False,88210.0,False,,False,2255245.0,,2255245.0,0,True,False
C,A,20160101,2016,52,2016,616,POL,Poland,M,Import,490,S19,"Other Asia, nes",0,W00,World,H4,HS,True,2846,"Compounds, inorganic or organic, of rare-earth metals; of yttrium or of scandium or of mixtures of these metals",4,False,C00,TOTAL CPC,0,0,TOTAL MOT,8,kg,145.0,True,-1,N/A,,False,145.0,True,,False,4516.0,,4516.0,6,True,False
C,A,20160101,2016,52,2016,616,POL,Poland,M,Import,528,NLD,Netherlands,0,W00,World,H4,HS,True,2846,"Compounds, inorganic or organic, of rare-earth metals; of yttrium or of scandium or of mixtures of these metals",4,False,C00,TOTAL CPC,0,0,TOTAL MOT,8,kg,20.0,True,-1,N/A,,False,20.0,True,,False,324.0,,324.0,6,True,False
C,A,20160101,2016,52,2016,616,POL,Poland,M,Import,643,RUS,Russian Federation,0,W00,World,H4,HS,True,2846,"Compounds, inorganic or organic, of rare-earth metals; of yttrium or of scandium or of mixtures of these metals",4,False,C00,TOTAL CPC,0,0,TOTAL MOT,8,kg,2.0,False,-1,N/A,,False,2.0,False,,False,323.0,,323.0,0,True,False
