typeCode,freqCode,refPeriodId,refYear,refMonth,period,reporterCode,reporterISO,reporterDesc,flowCode,flowDesc,partnerCode,partnerISO,partnerDesc,partner2Code,partner2ISO,partner2Desc,classificationCode,classificationSearchCode,isOriginalClassification,cmdCode,cmdDesc,aggrLevel,isLeaf,customsCode,customsDesc,mosCode,motCode,motDesc,qtyUnitCode,qtyUnitAbbr,qty,isQtyEstimated,altQtyUnitCode,altQtyUnitAbbr,altQty,isAltQtyEstimated,netWgt,isNetWgtEstimated,grossWgt,isGrossWgtEstimated,cifvalue,fobvalue,primaryValue,legacyEstimationFlag,isReported,isAggregate
C,A,20100101,2010,52,2010,826,GBR,United Kingdom,M,Import,0,W00,World,0,W00,World,H3,HS,True,2511,"Natural barium sulphate (barytes); natural barium carbonate, (witherite) whether or not calcined, other than barium oxide of heading no. 2816",4,False,C00,TOTAL CPC,0,0,TOTAL MOT,8,kg,91333990.0,False,-1,N/A,,False,91333990.0,False,,False,13467877.0,,13467877.0,0,True,False
C,A,20100101,2010,52,2010,826,GBR,United Kingdom,M,Import,156,CHN,China,0,W00,World,H3,HS,True,2511,"Natural barium sulphate (barytes); natural barium carbonate, (witherite) whether or not calcined, other than barium oxide of heading no. 2816",4,False,C00,TOTAL CPC,0,0,TOTAL MOT,8,kg,21857272.0,False,-1,N/A,,False,21857272.0,False,,False,4604755.0,,4604755.0,0,True,False
C,A,20100101,2010,52,2010,826,GBR,United Kingdom,M,Import,251,FRA,France,0,W00,World,H3,HS,True,2511,"Natural barium sulphate (barytes); natural barium carbonate, (witherite) whether or not calcined, other than barium oxide of heading no. 2816",4,False,C00,TOTAL CPC,0,0,TOTAL MOT,8,kg,19610.0,False,-1,N/A,,False,19610.0,False,,False,10346.0,,10346.0,0,True,False
C,A,20100101,2010,52,2010,826,GBR,United Kingdom,M,Import,276,DEU,Germany,0,W00,World,H3,HS,True,2511,"Natural barium sulphate (barytes); natural barium carbonate, (witherite) whether or not calcined, other than barium oxide of heading no. 2816",4,False,C00,TOTAL CPC,0,0,TOTAL MOT,8,kg,129057.0,False,-1,N/A,,False,129057.0,False,,False,88086.0,,88086.0,0,True,False
C,A,20100101,2010,52,2010,826,GBR,United Kingdom,M,Import,392,JPN,Japan,0,W00,World,H3,HS,True,2511,"Natural barium sulphate (barytes); natural barium carbonate, (witherite) whether or not calcined, other than barium oxide of heading no. 2816",4,False,C00,TOTAL CPC,0,0,TOTAL MOT,8,kg,17099.0,False,-1,N/A,,False,17099.0,False,,False,104596.0,,104596.0,0,True,False
C,A,20100101,2010,52,2010,826,GBR,United Kingdom,M,Import,504,MAR,Morocco,0,W00,World,H3,HS,True,2511,"Natural barium sulphate (barytes); natural barium carbonate, (witherite) whether or not calcined, other than barium oxide of heading no. 2816",4,False,C00,TOTAL CPC,0,0,TOTAL MOT,8,kg,66494130.0,False,-1,N/A,,False,66494130.0,False,,False,6630593.0,,6630593.0,0,True,False
C,A,20100101,2010,52,2010,826,GBR,United Kingdom,M,Import,528,NLD,Netherlands,0,W00,World,H3,HS,True,2511,"Natural barium sulphate (barytes); natural barium carbonate, (witherite) whether or not calcined, other than barium oxide of heading no. 2816",4,False,C00,TOTAL CPC,0,0,TOTAL MOT,8,kg,971070.0,False,-1,N/A,,False,971070.0,False,,False,629296.0,,629296.0,0,True,False
C,A,20100101,2010,52,2010,826,GBR,United Kingdom,M,Import,579,NOR,Norway,0,W00,World,H3,HS,True,2511,"Natural barium sulphate (barytes); natural barium carbonate, (witherite) whether or not calcined, other than barium oxide of heading no. 2816",4,False,C00,TOTAL CPC,0,0,TOTAL MOT,8,kg,1624000.0,False,-1,N/A,,False,1624000.0,False,,False,1302994.0,,1302994.0,0,True,False
C,A,20100101,2010,52,2010,826,GBR,United Kingdom,M,Import,586,PAK,Pakistan,0,W00,World,H3,HS,True,2511,"Natural barium sulphate (barytes); natural barium carbonate, (witherite) whether or not calcined, other than barium oxide of heading no. 2816",4,False,C00,TOTAL CPC,0,0,TOTAL MOT,8,kg,24200.0,False,-1,N/A,,False,24200.0,False,,False,5006.0,,5006.0,0,True,False
C,A,20100101,2010,52,2010,826,GBR,United Kingdom,M,Import,699,IND,India,0,W00,World,H3,HS,True,2511,"Natural barium sulphate (barytes); natural barium carbonate, (witherite) whether or not calcined, other than barium oxide of heading no. 2816",4,False,C00,TOTAL CPC,0,0,TOTAL MOT,8,kg,5000.0,False,-1,N/A,,False,5000.0,False,,False,2854.0,,2854.0,0,True,False
C,A,20100101,2010,52,2010,826,GBR,United Kingdom,M,Import,724,ESP,Spain,0,W00,World,H3,HS,True,2511,"Natural barium sulphate (barytes); natural barium carbonate, (witherite) whether or not calcined, other than barium oxide of heading no. 2816",4,False,C00,TOTAL CPC,0,0,TOTAL MOT,8,kg,192000.0,False,-1,N/A,,False,192000.0,False,,False,79417.0,,79417.0,0,True,False
C,A,20100101,2010,52,2010,826,GBR,United Kingdom,M,Import,842,USA,USA,0,W00,World,H3,HS,True,2511,"Natural barium sulphate (barytes); natural barium carbonate, (witherite) whether or not calcined, other than barium oxide of heading no. 2816",4,False,C00,TOTAL CPC,0,0,TOTAL MOT,8,kg,552.0,False,-1,N/A,,False,552.0,False,,False,9935.0,,9935.0,0,True,False
