typeCode,freqCode,refPeriodId,refYear,refMonth,period,reporterCode,reporterISO,reporterDesc,flowCode,flowDesc,partnerCode,partnerISO,partnerDesc,partner2Code,partner2ISO,partner2Desc,classificationCode,classificationSearchCode,isOriginalClassification,cmdCode,cmdDesc,aggrLevel,isLeaf,customsCode,customsDesc,mosCode,motCode,motDesc,qtyUnitCode,qtyUnitAbbr,qty,isQtyEstimated,altQtyUnitCode,altQtyUnitAbbr,altQty,isAltQtyEstimated,netWgt,isNetWgtEstimated,grossWgt,isGrossWgtEstimated,cifvalue,fobvalue,primaryValue,legacyEstimationFlag,isReported,isAggregate
C,A,20170101,2017,52,2017,512,OMN,Oman,M,Import,0,W00,World,0,W00,World,H5,HS,True,2511,"Natural barium sulphate (barytes); natural barium carbonate, (witherite) whether or not calcined, other than barium oxide of heading no. 2816",4,False,C00,TOTAL CPC,0 ,0,TOTAL MOT,8,kg,102080490.0,False,8,kg,102080490.0,False,102080490.0,False,,False,10404318.96,,10404318.96,0,False,True
C,A,20170101,2017,52,2017,512,OMN,Oman,M,Import,56,BEL,Belgium,0,W00,World,H5,HS,True,2511,"Natural barium sulphate (barytes); natural barium carbonate, (witherite) whether or not calcined, other than barium oxide of heading no. 2816",4,False,C00,TOTAL CPC,0 ,0,TOTAL MOT,8,kg,2004520.0,False,8,kg,2004520.0,False,2004520.0,False,,False,191084.508,,191084.508,0,False,True
C,A,20170101,2017,52,2017,512,OMN,Oman,M,Import,156,CHN,China,0,W00,World,H5,HS,True,2511,"Natural barium sulphate (barytes); natural barium carbonate, (witherite) whether or not calcined, other than barium oxide of heading no. 2816",4,False,C00,TOTAL CPC,0 ,0,TOTAL MOT,8,kg,48013.0,False,8,kg,48013.0,False,48013.0,False,,False,26847.852,,26847.852,0,False,True
C,A,20170101,2017,52,2017,512,OMN,Oman,M,Import,364,IRN,Iran,0,W00,World,H5,HS,True,2511,"Natural barium sulphate (barytes); natural barium carbonate, (witherite) whether or not calcined, other than barium oxide of heading no. 2816",4,False,C00,TOTAL CPC,0 ,0,TOTAL MOT,8,kg,124050.0,False,8,kg,124050.0,False,124050.0,False,,False,49035.106,,49035.106,0,False,True
C,A,20170101,2017,52,2017,512,OMN,Oman,M,Import,504,MAR,Morocco,0,W00,World,H5,HS,True,2511,"Natural barium sulphate (barytes); natural barium carbonate, (witherite) whether or not calcined, other than barium oxide of heading no. 2816",4,False,C00,TOTAL CPC,0 ,0,TOTAL MOT,8,kg,33400.0,False,8,kg,33400.0,False,33400.0,False,,False,3412.223,,3412.223,0,False,True
C,A,20170101,2017,52,2017,512,OMN,Oman,M,Import,586,PAK,Pakistan,0,W00,World,H5,HS,True,2511,"Natural barium sulphate (barytes); natural barium carbonate, (witherite) whether or not calcined, other than barium oxide of heading no. 2816",4,False,C00,TOTAL CPC,0 ,0,TOTAL MOT,8,kg,20944400.0,False,8,kg,20944400.0,False,20944400.0,False,,False,1601911.429,,1601911.429,0,False,True
C,A,20170101,2017,52,2017,512,OMN,Oman,M,Import,699,IND,India,0,W00,World,H5,HS,True,2511,"Natural barium sulphate (barytes); natural barium carbonate, (witherite) whether or not calcined, other than barium oxide of heading no. 2816",4,False,C00,TOTAL CPC,0 ,0,TOTAL MOT,8,kg,38052807.0,False,8,kg,38052807.0,False,38052807.0,False,,False,4342402.73,,4342402.73,0,False,True
C,A,20170101,2017,52,2017,512,OMN,Oman,M,Import,724,ESP,Spain,0,W00,World,H5,HS,True,2511,"Natural barium sulphate (barytes); natural barium carbonate, (witherite) whether or not calcined, other than barium oxide of heading no. 2816",4,False,C00,TOTAL CPC,0 ,0,TOTAL MOT,8,kg,18800500.0,False,8,kg,18800500.0,False,18800500.0,False,,False,1751263.822,,1751263.822,0,False,True
C,A,20170101,2017,52,2017,512,OMN,Oman,M,Import,784,ARE,United Arab Emirates,0,W00,World,H5,HS,True,2511,"Natural barium sulphate (barytes); natural barium carbonate, (witherite) whether or not calcined, other than barium oxide of heading no. 2816",4,False,C00,TOTAL CPC,0 ,0,TOTAL MOT,8,kg,22072800.0,False,8,kg,22072800.0,False,22072800.0,False,,False,2438361.289,,2438361.289,0,False,True
