,Year,Country,Domestic Production Value (P_AC),Product,ISO3,value_economic,no_value_economic,value_governance,no_value_governance,value_social,no_value_social,value_ecosystems,no_value_ecosystems,value_habitat,no_value_habitat,value_infrastructure,no_value_infrastructure,EGSEHI,EGSEHI_6root,Reporter,Partner,ISO3 Code,Imports,Total Imports,YearLog,Geopolitical Risk
48,2011.0,USA,233925.0,GOLD,USA,0.865995903386249,False,0.752949018191913,False,0.634221071039383,False,0.426293137901331,False,0.439602736267605,False,0.281467418070735,False,0.0218131775185032,1.0772428056493695e-10,USA,Netherlands,NLD,154256926.0,15340714642.0,2011.0,1.0831935393652323e-12
49,2011.0,USA,233925.0,GOLD,USA,0.865995903386249,False,0.752949018191913,False,0.634221071039383,False,0.426293137901331,False,0.439602736267605,False,0.281467418070735,False,0.0218131775185032,1.0772428056493695e-10,USA,Curaçao,CUW,436728271.0,15340714642.0,2011.0,3.0667098967429722e-12
50,2011.0,USA,233925.0,GOLD,USA,0.865995903386249,False,0.752949018191913,False,0.634221071039383,False,0.426293137901331,False,0.439602736267605,False,0.281467418070735,False,0.0218131775185032,1.0772428056493695e-10,USA,Aruba,ABW,1970215.0,15340714642.0,2011.0,1.3834867674988358e-14
51,2011.0,USA,233925.0,GOLD,USA,0.865995903386249,False,0.752949018191913,False,0.634221071039383,False,0.426293137901331,False,0.439602736267605,False,0.281467418070735,False,0.0218131775185032,1.0772428056493695e-10,USA,Saint Maarten,SXM,40116.0,15340714642.0,2011.0,2.816949173820283e-16
52,2011.0,USA,233925.0,GOLD,USA,0.865995903386249,False,0.752949018191913,False,0.634221071039383,False,0.426293137901331,False,0.439602736267605,False,0.281467418070735,False,0.0218131775185032,1.0772428056493695e-10,USA,New Zealand,NZL,422476.0,15340714642.0,2011.0,2.966630319969334e-15
53,2011.0,USA,233925.0,GOLD,USA,0.865995903386249,False,0.752949018191913,False,0.634221071039383,False,0.426293137901331,False,0.439602736267605,False,0.281467418070735,False,0.0218131775185032,1.0772428056493695e-10,USA,Nicaragua,NIC,105608623.0,15340714642.0,2011.0,7.415847126038184e-13
54,2011.0,USA,233925.0,GOLD,USA,0.865995903386249,False,0.752949018191913,False,0.634221071039383,False,0.426293137901331,False,0.439602736267605,False,0.281467418070735,False,0.0218131775185032,1.0772428056493695e-10,USA,Norway,NOR,54727.0,15340714642.0,2011.0,3.8429349246101966e-16
55,2011.0,USA,233925.0,GOLD,USA,0.865995903386249,False,0.752949018191913,False,0.634221071039383,False,0.426293137901331,False,0.439602736267605,False,0.281467418070735,False,0.0218131775185032,1.0772428056493695e-10,USA,Pakistan,PAK,127700.0,15340714642.0,2011.0,8.967105631091091e-16
56,2011.0,USA,233925.0,GOLD,USA,0.865995903386249,False,0.752949018191913,False,0.634221071039383,False,0.426293137901331,False,0.439602736267605,False,0.281467418070735,False,0.0218131775185032,1.0772428056493695e-10,USA,Panama,PAN,41277155.0,15340714642.0,2011.0,2.898485583679872e-13
57,2011.0,USA,233925.0,GOLD,USA,0.865995903386249,False,0.752949018191913,False,0.634221071039383,False,0.426293137901331,False,0.439602736267605,False,0.281467418070735,False,0.0218131775185032,1.0772428056493695e-10,USA,Paraguay,PRY,6218212.0,15340714642.0,2011.0,4.3664341300327476e-14
58,2011.0,USA,233925.0,GOLD,USA,0.865995903386249,False,0.752949018191913,False,0.634221071039383,False,0.426293137901331,False,0.439602736267605,False,0.281467418070735,False,0.0218131775185032,1.0772428056493695e-10,USA,Peru,PER,849935390.0,15340714642.0,2011.0,5.968254049908067e-12
59,2011.0,USA,233925.0,GOLD,USA,0.865995903386249,False,0.752949018191913,False,0.634221071039383,False,0.426293137901331,False,0.439602736267605,False,0.281467418070735,False,0.0218131775185032,1.0772428056493695e-10,USA,Philippines,PHL,1371660.0,15340714642.0,2011.0,9.631809013267348e-15
60,2011.0,USA,233925.0,GOLD,USA,0.865995903386249,False,0.752949018191913,False,0.634221071039383,False,0.426293137901331,False,0.439602736267605,False,0.281467418070735,False,0.0218131775185032,1.0772428056493695e-10,USA,Russian Federation,RUS,16650.0,15340714642.0,2011.0,1.169164516504829e-16
61,2011.0,USA,233925.0,GOLD,USA,0.865995903386249,False,0.752949018191913,False,0.634221071039383,False,0.426293137901331,False,0.439602736267605,False,0.281467418070735,False,0.0218131775185032,1.0772428056493695e-10,USA,Saint Kitts and Nevis,KNA,138838.0,15340714642.0,2011.0,9.7492170055554e-16
62,2011.0,USA,233925.0,GOLD,USA,0.865995903386249,False,0.752949018191913,False,0.634221071039383,False,0.426293137901331,False,0.439602736267605,False,0.281467418070735,False,0.0218131775185032,1.0772428056493695e-10,USA,Anguilla,AIA,100455.0,15340714642.0,2011.0,7.053959249579134e-16
63,2011.0,USA,233925.0,GOLD,USA,0.865995903386249,False,0.752949018191913,False,0.634221071039383,False,0.426293137901331,False,0.439602736267605,False,0.281467418070735,False,0.0218131775185032,1.0772428056493695e-10,USA,Saint Lucia,LCA,259921.0,15340714642.0,2011.0,1.8251676293961057e-15
64,2011.0,USA,233925.0,GOLD,USA,0.865995903386249,False,0.752949018191913,False,0.634221071039383,False,0.426293137901331,False,0.439602736267605,False,0.281467418070735,False,0.0218131775185032,1.0772428056493695e-10,USA,Saint Vincent and the Grenadines,VCT,791280.0,15340714642.0,2011.0,5.5563753670867326e-15
65,2011.0,USA,233925.0,GOLD,USA,0.865995903386249,False,0.752949018191913,False,0.634221071039383,False,0.426293137901331,False,0.439602736267605,False,0.281467418070735,False,0.0218131775185032,1.0772428056493695e-10,USA,Sierra Leone,SLE,1234432.0,15340714642.0,2011.0,8.668192747375909e-15
66,2011.0,USA,233925.0,GOLD,USA,0.865995903386249,False,0.752949018191913,False,0.634221071039383,False,0.426293137901331,False,0.439602736267605,False,0.281467418070735,False,0.0218131775185032,1.0772428056493695e-10,USA,India,IND,191542.0,15340714642.0,2011.0,1.3450096685907984e-15
67,2011.0,USA,233925.0,GOLD,USA,0.865995903386249,False,0.752949018191913,False,0.634221071039383,False,0.426293137901331,False,0.439602736267605,False,0.281467418070735,False,0.0218131775185032,1.0772428056493695e-10,USA,Singapore,SGP,7716759.0,15340714642.0,2011.0,5.418715198329902e-14
68,2011.0,USA,233925.0,GOLD,USA,0.865995903386249,False,0.752949018191913,False,0.634221071039383,False,0.426293137901331,False,0.439602736267605,False,0.281467418070735,False,0.0218131775185032,1.0772428056493695e-10,USA,Slovenia,SVN,3183.0,15340714642.0,2011.0,2.2351054991200423e-17
69,2011.0,USA,233925.0,GOLD,USA,0.865995903386249,False,0.752949018191913,False,0.634221071039383,False,0.426293137901331,False,0.439602736267605,False,0.281467418070735,False,0.0218131775185032,1.0772428056493695e-10,USA,South Africa,ZAF,16070505.0,15340714642.0,2011.0,1.1284723248236297e-13
70,2011.0,USA,233925.0,GOLD,USA,0.865995903386249,False,0.752949018191913,False,0.634221071039383,False,0.426293137901331,False,0.439602736267605,False,0.281467418070735,False,0.0218131775185032,1.0772428056493695e-10,USA,Sweden,SWE,643545.0,15340714642.0,2011.0,4.518978851496096e-15
71,2011.0,USA,233925.0,GOLD,USA,0.865995903386249,False,0.752949018191913,False,0.634221071039383,False,0.426293137901331,False,0.439602736267605,False,0.281467418070735,False,0.0218131775185032,1.0772428056493695e-10,USA,Switzerland,CHE,216007044.0,15340714642.0,2011.0,1.5168034303897735e-12
72,2011.0,USA,233925.0,GOLD,USA,0.865995903386249,False,0.752949018191913,False,0.634221071039383,False,0.426293137901331,False,0.439602736267605,False,0.281467418070735,False,0.0218131775185032,1.0772428056493695e-10,USA,Thailand,THA,1228655.0,15340714642.0,2011.0,8.627626600758201e-15
73,2011.0,USA,233925.0,GOLD,USA,0.865995903386249,False,0.752949018191913,False,0.634221071039383,False,0.426293137901331,False,0.439602736267605,False,0.281467418070735,False,0.0218131775185032,1.0772428056493695e-10,USA,Trinidad and Tobago,TTO,375165.0,15340714642.0,2011.0,2.634412047054259e-15
74,2011.0,USA,233925.0,GOLD,USA,0.865995903386249,False,0.752949018191913,False,0.634221071039383,False,0.426293137901331,False,0.439602736267605,False,0.281467418070735,False,0.0218131775185032,1.0772428056493695e-10,USA,United Arab Emirates,ARE,2392255.0,15340714642.0,2011.0,1.6798436398986543e-14
75,2011.0,USA,233925.0,GOLD,USA,0.865995903386249,False,0.752949018191913,False,0.634221071039383,False,0.426293137901331,False,0.439602736267605,False,0.281467418070735,False,0.0218131775185032,1.0772428056493695e-10,USA,Turkey,TUR,6152038.0,15340714642.0,2011.0,4.3199666869605614e-14
76,2011.0,USA,233925.0,GOLD,USA,0.865995903386249,False,0.752949018191913,False,0.634221071039383,False,0.426293137901331,False,0.439602736267605,False,0.281467418070735,False,0.0218131775185032,1.0772428056493695e-10,USA,United Kingdom,GBR,23759838.0,15340714642.0,2011.0,1.6684179884386222e-13
77,2011.0,USA,233925.0,GOLD,USA,0.865995903386249,False,0.752949018191913,False,0.634221071039383,False,0.426293137901331,False,0.439602736267605,False,0.281467418070735,False,0.0218131775185032,1.0772428056493695e-10,USA,United Rep. of Tanzania,TZA,175001.0,15340714642.0,2011.0,1.2288586159331024e-15
78,2011.0,USA,233925.0,GOLD,USA,0.865995903386249,False,0.752949018191913,False,0.634221071039383,False,0.426293137901331,False,0.439602736267605,False,0.281467418070735,False,0.0218131775185032,1.0772428056493695e-10,USA,Burkina Faso,BFA,1904884.0,15340714642.0,2011.0,1.3376112797944651e-14
79,2011.0,USA,233925.0,GOLD,USA,0.865995903386249,False,0.752949018191913,False,0.634221071039383,False,0.426293137901331,False,0.439602736267605,False,0.281467418070735,False,0.0218131775185032,1.0772428056493695e-10,USA,Venezuela,VEN,12777263.0,15340714642.0,2011.0,8.97220571630633e-14
